port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
0,74.7358,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,,,,,,,,,,,,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,1,320.4451,0,0,0,0,1,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)",super-heróis valentes,valentes super-heróis,opt_b,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,0,54.4585,0,1,1,1,1,Esse livro é a edição do ano passado - precisamos do ________,Livro novo,livro novo,opt_b,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,1,57.7685,0,2,2,6,1,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,1,40.162,0,3,3,3,1,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,0,42.7528,0,4,4,4,1,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,0,55.8073,0,5,5,9,1,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,0,48.4313,0,6,6,5,1,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,1,44.0661,0,7,7,8,1,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,1,38.514,0,8,8,2,1,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,0,45.9608,0,9,9,7,1,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,,,,,,,,,,,
,,601129f77e0c21000b0c408a,001,2022-09-17_08h17.25.303,rothman_exp,2022.2.3,Win32,59.73715651,,,,,,,,,,,,space,2.4089,,,,,,,,,
