port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,,,,,space,3.0316,,,,,,,,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,,,0,7.9459,0,0,0,2,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,,,0,15.3114,0,1,1,0,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,,,1,14.0432,0,2,2,5,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,,,1,8.6891,0,3,3,9,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,,,1,7.6554,0,4,4,7,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,,,1,10.5204,0,5,5,3,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,,,0,5.5406,0,6,6,4,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,,,0,18.6284,0,7,7,8,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,,,0,3.0621,0,8,8,6,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,,,1,0.5038,0,9,9,1,1,,
,,Kath,001,2022-09-17_13h36.54.931,rothman_exp,2022.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,space,11.9107
