port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
1,53.252,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,1,14.72,0,0,0,6,1,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,0,12.855,0,1,1,4,1,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,0,13.474,0,2,2,1,1,Esse livro é a edição do ano passado - precisamos do ________,Livro novo,livro novo,opt_b,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,1,47.632,0,3,3,7,1,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,0,19.731,0,4,4,0,1,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)",super-heróis valentes,valentes super-heróis,opt_b,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,1,45.585,0,5,5,5,1,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,1,10.477,0,6,6,2,1,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,1,29.485,0,7,7,8,1,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,1,8.189,0,8,8,9,1,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,0,12.177,0,9,9,3,1,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,,,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,,,,,,,,,,,,space,2.431,,,,,,,,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,,,,,,,,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,,,0,28.36,0,0,0,2,1,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,,,,,,,,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,,,1,17.449,0,1,1,7,1,,
,,6130faf8d11c295156526693,001,2022-09-16_22h59.37.759,rothman_exp,2022.2.3,Win32,144.092219,,,,,,,,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,,,1,12.92,0,2,2,8,1,,
