port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
1,4.9462,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,,,,,,,,,,,,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,0,14.9071,0,0,0,4,1,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,1,4.4376,0,1,1,6,1,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,0,3.2782,0,2,2,1,1,Esse livro é a edição do ano passado - precisamos do ________,Livro novo,livro novo,opt_b,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,0,2.1082,0,3,3,7,1,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,1,1.4833,0,4,4,5,1,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,0,1.517,0,5,5,9,1,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,0,1.8773,0,6,6,2,1,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,1,1.1314,0,7,7,0,1,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)",super-heróis valentes,valentes super-heróis,opt_b,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,0,0.9103,0,8,8,3,1,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,0,0.5656,0,9,9,8,1,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,,,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,,,,,,,,,,,,space,1.7697,,,,,,,,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,,,,,,,,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,,,1,3.1457,0,0,0,0,1,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,,,,,,,,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,,,0,1.8637,0,1,1,2,1,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,,,,,,,,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,,,0,6.0839,0,2,2,9,1,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,,,,,,,,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,,,1,0.5817,0,3,3,6,1,,
,,613d52fd70350a41c7c55bf7,001,2022-09-16_22h20.54.914,rothman_exp,2022.2.3,Win32,59.83366242,,,,,,,,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,,,1,1.3173,0,4,4,1,1,,
