port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,1,4.8006,0,9,9,0,1,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)",super-heróis valentes,valentes super-heróis,opt_b,,,,,,,,,,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,,,,,space,1.3048,,,,,,,,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,,,1,15.0623,0,0,0,8,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,,,1,8.5378,0,1,1,9,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,,,0,6.5766,0,2,2,5,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,,,0,5.8503,0,3,3,1,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,,,0,5.321,0,4,4,2,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,,,0,11.74,0,5,5,6,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,,,0,6.7616,0,6,6,0,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,,,0,6.1968,0,7,7,4,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,,,1,9.3591,0,8,8,7,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,,,0,10.3269,0,9,9,3,1,,
,,6132b4b1f9e3fcb24598b43f,001,2022-09-19_19h18.45.879,rothman_exp,2022.2.3,Win32,159.3879503,,,,,,,,,,,,,,,,,,,,,space,35.7682
